1417332359,378.27,588.907,1831.719
1417332826,378.46,585.512,1830.104
1417332840,378.46,578.155,1825.506
1417332853,378.31,578.155,1844.762
1417332867,378.31,581.26,1783.005
1417332880,378.37,581.26,1787.469
1417332894,378.33,581.26,1812.414
1417332906,378.33,597.548,1812.531
1417332919,378.33,601.982,1877.788
1417332933,378.33,591.98,1879.836
1417332948,377.9,586.538,1880.828
1417332961,377.83,586.381,1882.004
1417332975,377.83,590.628,1886.782
1417332988,377.8,590.471,1883.247
1417333002,377.8,590.471,1881.219
1417333003,377.8,590.471,1883.819
1417333015,377.8,590.471,1877.932
1417333029,377.82,590.493,1879.911
1417333043,377.81,590.493,1881.089
1417333056,377.81,585.596,1884.586
1417333070,377.81,590.493,1881.219
1417333138,377.83,590.325,1879.035
1417333147,377.83,590.471,1877.837
1417333154,377.82,590.482,1878.69
1417333163,377.82,590.471,1907.222
1417333171,377.82,590.471,1880.426
1417333178,377.74,590.493,1884.039
1417333316,377.56,598.806,1881.832
1417333323,377.56,598.806,1879.993
1417333330,377.25,598.806,1872.712
1417333340,377.59,598.806,1873.559
1417333349,377.59,598.963,1873.771
1417333357,377.59,598.784,1873.559
1417333364,377.59,598.784,1874.638
1417333372,377.58,598.806,1875.739
1417333381,377.58,598.806,1874.638
1417333382,377.58,598.806,1870.786
1417333388,377.55,598.963,1874.638
1417333389,377.55,598.963,1879.76
1417333395,377.55,598.941,1911.354
1417333396,377.55,598.941,1873.559
1417333402,377.55,598.941,1873.559
1417333405,377.55,598.806,1877.514
1417333409,377.55,598.941,1877.563
1417333418,377.55,598.806,1896.797
1417333425,377.5,598.806,1873.793
1417333432,377.5,598.784,1869.767
1417333442,377.42,592.346,1860.097
1417333450,377.42,594.592,1852.383
1417333454,377.42,603.573,1852.892
1417333459,377.34,597.113,1901.33
1417333464,377.34,598.293,1937.581
1417333469,377.34,598.323,1933.293
1417333475,377.34,598.293,1859.294
1417333480,377.39,598.293,1890.335
1417333485,377.39,601.951,1872.653
1417333490,377.39,601.951,1940.847
1417333497,377.39,602.078,1934.571
1417333501,377.53,602.025,1934.571
1417333508,377.53,602.025,1860.437
1417333514,377.53,601.951,1855.571
1417333519,377.53,601.814,1935.763
1417333524,377.16,601.814,1942.25
1417333529,377.45,601.814,1942.085
1417333534,377.45,601.814,1856.679
1417333541,377.45,601.844,1853.47
1417333547,377.46,601.814,1856.676
1417333554,377.46,601.814,1932.513
1417333558,377.46,601.844,1939.342
1417333567,377.46,603.237,1938.519
1417333572,377.25,604.442,1934.784
1417333581,377.25,601.844,1875.556
1417333587,377.25,625.17,1889.13
1417333599,376.96,617.142,1884.665
1417333613,376.96,616.985,1890.322
1417333626,376.93,616.985,1889.258
1417333639,376.93,625.608,1871.082
1417333653,376.93,662.512,1874.48
1417333667,376.83,676.264,1896.853
1417333680,375.67,638.255,2086.101
1417333693,376.3,616.935,2045.245
1417333706,375.99,676.461,2046.048
1417333718,375.62,671.658,2077.508
1417333732,375.62,671.658,2081.478
1417333745,376.04,671.641,2080.074
1417333758,376.04,616.094,2092.607
1417333771,376.15,616.094,2090.834
1417333783,376.22,614.061,2089.738
1417333797,376.22,610.467,2133.435
1417333803,376.22,611.638,2089.662
1417333808,376.51,607.572,2013.564
1417333814,376.51,607.504,2091.71
1417333819,376.51,607.504,2090.492
1417333824,376.51,630.485,2014.075
1417333829,376.51,607.504,2084.85
1417333834,376.54,607.094,2098.083
1417333841,376.54,607.572,2089.997
1417333846,376.54,607.504,2090.586
1417333852,376.54,630.328,2087.498
1417333857,376.54,607.504,2126.072
1417333862,376.35,607.504,2099.11
1417333868,376.35,607.572,2091.997
1417333872,376.35,607.504,2091.001
1417333878,376.35,607.504,2098.07
1417333883,376.35,629.935,2101.242
1417333888,376.35,626.999,2020.211
1417333894,376.52,604.175,2016.616
1417333899,376.52,626.999,2123.867
1417333904,376.52,626.999,2042.305
1417333909,376.52,626.999,2043.515
1417333913,376.57,629.935,2045.126
1417333919,376.57,626.999,2055.532
1417333924,376.57,629.778,2046.368
1417333930,376.57,629.778,2046.202
1417333936,376.57,627.802,2123.867
1417333943,376.54,626.999,2046.589
1417333949,376.54,626.999,2046.868
1417333955,376.54,629.778,2046.822
1417333960,376.54,604.175,2041.998
1417333964,376.54,626.999,2038.55
1417333970,376.51,626.999,2016.364
1417333975,376.51,626.949,2015.998
1417333982,376.51,604.175,2037.707
1417333988,376.51,627.822,2014.076
1417333993,376.47,626.999,2014.395
1417334000,376.47,604.175,2012.553
1417334006,376.47,604.175,2012.15
1417334012,376.47,627.363,2013.71
1417334016,376.47,627.51,2013.71
1417334021,376.69,627.51,2037.686
1417334027,376.69,627.51,2033.706
1417334032,376.69,627.51,2029.939
1417334036,376.69,627.51,2042.961
1417334042,376.69,619.764,2020.13
1417334047,376.77,619.764,2028.572
1417334053,376.77,619.764,2030.332
1417334058,376.77,619.764,2023.967
1417334064,376.85,619.764,2023.613
1417334070,376.85,615.054,2028.572
1417334075,376.85,619.764,2025.856
1417334080,376.85,619.776,2028.572
1417334087,376.77,619.764,2028.572
1417334092,376.77,617.654,2024.803
1417334097,376.77,617.654,1984.284
1417334103,376.93,613.039,2024.474
1417334108,376.93,657.722,2017.545
1417334113,376.93,616.356,1987.438
1417334119,376.93,616.356,1993.156
1417334124,376.93,616.591,2030.234
1417334130,376.93,575.033,2031.741
1417334136,377.05,616.435,2026.979
1417334142,377.05,574.94,2036.902
1417334147,377.05,616.356,2023.865
1417334152,377.05,616.356,1994.351
1417334157,377.02,616.592,2027.308
1417334163,377.02,574.94,2027.308
1417334169,377.02,616.356,2026.644
1417334174,376.85,616.435,2067.418
1417334179,376.85,616.513,2025.844
1417334184,376.85,616.513,2024.434
1417334189,376.85,616.435,2025.844
1417334195,376.85,616.435,2031.208
1417334201,376.85,616.435,2027.844
1417334206,376.85,616.463,2029.208
1417334210,376.85,616.513,2026.525
1417334217,376.93,616.666,2031.857
1417334222,376.93,616.666,2026.644
1417334227,376.93,616.592,2027.077
1417334232,376.93,616.666,2028.985
1417334238,376.93,616.785,2029.077
1417334244,376.86,580.551,2030.287
1417334249,376.86,622.203,2027.223
1417334256,376.7,622.203,2027.804
1417334261,376.7,580.551,2027.804
1417334267,376.7,580.551,2026.853
1417334272,376.7,580.551,2027.944
1417334277,376.7,581.939,2032.806
1417334283,376.56,587.485,2021.288
1417334290,376.56,588.042,2113.387
1417334297,376.56,585.216,2101.007
1417334301,376.56,588.042,2095.729
1417334306,376.43,588.042,2097.007
1417334311,376.43,588.042,2097.007
1417334316,376.43,588.042,2095.729
1417334322,376.43,588.042,2018.991
1417334328,376.43,588.199,2026.577
1417334333,376.43,588.042,2017.516
1417334338,376.71,588.042,2017.617
1417334345,376.71,588.042,2018.485
1417334351,376.71,585.263,2019.02
1417334358,376.71,587.895,2021.726
1417334364,376.71,587.895,2025.94
1417334370,376.66,588.042,2025.901
1417334374,376.66,588.042,2025.901
1417334379,376.66,587.895,2046.166
1417334385,376.66,583.333,2029.18
1417334390,376.66,583.333,2025.828
1417334396,376.66,583.633,2028.33
1417334400,376.81,583.333,2024.267
1417334407,376.81,583.333,2033.211
1417334413,376.81,583.333,2028.404
1417334418,376.81,583.333,2024.541
1417334423,376.81,583.333,2024.541
1417334428,376.87,588.043,2027.59
1417334435,376.87,618.717,2027.109
1417334442,377.01,577.065,2027.494
1417334447,377.01,577.065,2027.931
1417334452,377.01,618.481,2031.549
1417334459,377.01,618.717,2027.931
1417334468,377.12,618.56,2025.04
1417334475,377.12,618.56,2027.268
1417334484,377.12,618.56,2027.04
1417334490,376.97,618.56,2033.456
1417334497,376.97,618.481,2023.822
1417334504,376.97,618.481,2026.646
1417334512,376.74,618.56,2027.422
1417334518,376.74,618.481,2026.399
1417334523,376.74,618.481,2027.907
1417334530,376.69,620.765,2014.868
1417334543,376.51,582.658,2096.575
1417334553,376.51,587.744,2123.511
1417334559,376.51,591.911,2089.482
1417334569,376.51,586.081,2084.263
1417334578,376.29,575.027,2084.623
1417334585,376.29,600.944,2085.491
1417334591,376.29,597.851,2079.579
1417334614,375.99,626.332,2074.943
1417334624,375.51,628.688,2026.304
1417334632,375.45,627.339,2083.497
1417334642,375.45,626.332,2009.515
1417334647,375.49,626.457,2007.7
1417334655,375.49,618.252,2005.477
1417334662,375.54,618.202,2001.41
1417334667,375.54,618.244,2005.328
1417334673,375.54,614.735,2008.714
1417334681,375.7,610.355,1991.942
1417334691,376.03,615.619,1997.081
1417334699,376.03,615.462,1984.244
1417334706,376.03,614.842,1987.669
1417334716,375.96,614.735,2006.536
1417334722,375.96,614.735,1984.497
1417334729,375.96,615.462,2008.393
1417334735,375.9,617.001,1986.115
1417334740,375.9,617.001,1987.669
1417334746,375.9,612.308,1985.283
1417334752,375.9,612.308,2019.588
1417334758,375.9,612.325,1997.259
1417334764,375.73,612.465,1987.492
1417334771,375.73,612.325,1993.792
1417334777,375.73,614.735,1999.034
1417334784,375.57,610.151,2003.765
1417334788,375.57,610.151,1998.919
1417334793,375.57,610.151,2001.972
1417334797,375.57,610.151,2001.972
1417334804,375.83,610.168,2034.69
1417334809,375.72,610.168,2021.018
1417334814,375.72,614.844,2040.07
1417334819,375.72,614.844,2035.329
1417334825,375.72,615.001,2035.931
1417334830,375.6,610.151,2031.558
1417334834,375.71,610.151,2037.325
1417334839,375.71,610.151,2054.415
1417334846,375.71,610.151,2032.831
1417334851,375.71,615.001,2023.398
1417334856,375.89,610.168,2025.913
1417334862,375.89,610.151,2019.701
1417334868,375.89,610.151,2021.701
1417334874,375.89,613.609,2051.394
1417334878,375.89,613.039,2041.004
1417334884,375.89,612.882,2035.43
1417334889,375.89,610.936,2042.721
1417334893,376.26,610.936,2068.736
1417334899,376.26,610.936,2038.079
1417334906,376.26,560.283,2037.322
1417334912,376.26,560.283,2040.711
1417334921,376.26,560.372,2037.047
1417334927,376.49,560.283,2036.953
1417334933,376.49,560.106,2033.499
1417334938,376.49,560.106,2036.112
1417334945,376.49,583.087,2041.736
1417334951,376.49,560.106,2032.208
1417334957,376.32,560.106,2033.239
1417334962,376.32,582.93,2034.411
1417334967,376.32,561.784,2036.687
1417334972,376.32,560.174,2035.741
1417334979,376.26,582.93,2034.518
1417334984,376.26,560.106,2034.098
1417334989,376.26,560.174,2032.54
1417334995,376.26,560.174,2035.969
1417335000,376.26,560.174,2044.333
1417335005,376.26,560.106,2039.457
1417335010,376.47,583.087,2052.053
1417335019,376.47,560.106,2092.769
1417335026,376.47,557.762,2117.95
1417335031,376.47,560.979,2089.473
1417335036,376.51,560.106,2086.599
1417335041,376.51,560.106,2128.926
1417335048,376.51,560.174,2039.594
1417335054,376.36,560.174,2036.097
1417335060,376.36,583.087,2044.554
1417335067,376.36,560.106,2041.521
1417335071,376.36,560.106,2041.521
1417335077,376.52,560.106,2043.233
1417335083,376.52,560.106,2041.521
1417335090,376.52,583.037,2048.959
1417335095,376.52,561.534,2042.916
1417335101,376.52,584.29,2039.168
1417335106,376.53,583.244,2043.367
1417335111,376.53,560.263,2041.312
1417335116,376.53,560.263,2040.49
1417335122,376.53,584.51,2041.521
1417335127,376.49,583.087,2046.193
1417335131,376.49,583.087,2069.107
1417335137,376.49,585.866,2037.299
1417335142,376.49,583.087,2038.794
1417335149,376.31,583.087,2031.239
1417335155,376.31,583.087,2037.545
1417335159,376.31,560.263,2029.946
1417335165,376.31,560.263,2038.716
1417335171,376.31,561.796,2034.098
1417335177,376.37,583.087,2032.56
1417335183,376.37,583.087,2032.56
1417335188,376.37,583.087,2053.038
1417335193,376.37,583.087,2036.67
1417335198,376.37,560.213,2039.895
1417335202,376.37,560.213,2039.292
1417335207,376.37,561.189,2034.382
1417335212,376.37,561.257,2034.382
1417335218,376.36,560.106,2035.241
1417335224,376.3,560.174,2033.538
1417335230,376.91,556.732,2037.698
1417335234,376.91,560.017,2038.478
1417335239,376.91,560.017,2034.382
1417335244,376.25,560.056,2034.382
1417335249,376.25,556.732,2035.218
1417335254,376.25,560.017,2036.976
1417335258,376.25,560.017,2038.975
1417335265,376.3,560.106,2041.189
1417335271,376.3,560.017,2035.975
1417335277,376.3,560.106,2038.975
1417335281,376.3,560.106,2038.975
1417335288,376.3,559.949,2037.015
1417335294,376.3,556.732,2045.503
1417335299,376.32,556.732,2037.678
1417335304,376.32,559.949,2035.299
1417335309,376.32,559.949,2043.242
1417335313,376.32,560.017,2035.241
1417335320,376.32,556.912,2035.543
1417335325,376.32,577.108,2041.002
1417335330,376.32,580.294,2032.382
1417335335,376.37,578.706,2035.242
